i1	V(N001,N002)	V(N002,N003)	V(N003,N004)	V(n004)
9.700000000000175e-002	7.734432e-001	4.007746e+000	8.465730e-001	2.899879e-001
9.710000000000175e-002	7.734704e-001	4.008491e+000	8.466766e-001	2.900296e-001
9.720000000000176e-002	7.734966e-001	4.009237e+000	8.467800e-001	2.900712e-001
9.730000000000176e-002	7.735233e-001	4.009983e+000	8.468833e-001	2.901128e-001
9.740000000000176e-002	7.735496e-001	4.010728e+000	8.469867e-001	2.901544e-001
9.750000000000177e-002	7.735767e-001	4.011473e+000	8.470900e-001	2.901959e-001
9.760000000000177e-002	7.736030e-001	4.012218e+000	8.471933e-001	2.902374e-001
9.770000000000177e-002	7.736292e-001	4.012964e+000	8.472965e-001	2.902789e-001
9.780000000000177e-002	7.736559e-001	4.013708e+000	8.473996e-001	2.903203e-001
9.790000000000178e-002	7.736821e-001	4.014453e+000	8.475028e-001	2.903617e-001
9.800000000000178e-002	7.737088e-001	4.015197e+000	8.476058e-001	2.904030e-001
9.810000000000178e-002	7.737350e-001	4.015941e+000	8.477089e-001	2.904443e-001
9.820000000000179e-002	7.737617e-001	4.016685e+000	8.478118e-001	2.904856e-001
9.830000000000179e-002	7.737880e-001	4.017428e+000	8.479148e-001	2.905268e-001
9.840000000000179e-002	7.738142e-001	4.018172e+000	8.480175e-001	2.905680e-001
9.850000000000179e-002	7.738404e-001	4.018916e+000	8.481204e-001	2.906092e-001
9.860000000000180e-002	7.738667e-001	4.019659e+000	8.482232e-001	2.906503e-001
9.870000000000180e-002	7.738929e-001	4.020402e+000	8.483260e-001	2.906914e-001
9.880000000000180e-002	7.739191e-001	4.021144e+000	8.484287e-001	2.907324e-001
9.890000000000181e-002	7.739453e-001	4.021887e+000	8.485313e-001	2.907735e-001
9.900000000000181e-002	7.739716e-001	4.022630e+000	8.486339e-001	2.908144e-001
9.910000000000181e-002	7.739973e-001	4.023372e+000	8.487364e-001	2.908554e-001
9.920000000000182e-002	7.740235e-001	4.024114e+000	8.488390e-001	2.908963e-001
9.930000000000182e-002	7.740493e-001	4.024856e+000	8.489414e-001	2.909371e-001
9.940000000000182e-002	7.740755e-001	4.025598e+000	8.490438e-001	2.909780e-001
9.950000000000182e-002	7.741017e-001	4.026339e+000	8.491462e-001	2.910188e-001
9.960000000000183e-002	7.741275e-001	4.027081e+000	8.492485e-001	2.910595e-001
9.970000000000183e-002	7.741532e-001	4.027822e+000	8.493508e-001	2.911003e-001
9.980000000000183e-002	7.741799e-001	4.028563e+000	8.494529e-001	2.911409e-001
9.990000000000184e-002	7.742052e-001	4.029304e+000	8.495552e-001	2.911816e-001
1.000000000000000e-001	7.742314e-001	4.030045e+000	8.496573e-001	2.912222e-001
